usuario_id,seguido_id,desde,interaccion_frecuencia,razón
470,1088,2022-02-14,Diaria,Interés en su contenido
632,1029,2021-07-27,Mensual,Interés en su contenido
186,1347,2024-02-14,Mensual,Interés en su contenido
1332,312,2023-04-05,Diaria,Interés en su contenido
298,757,2022-10-10,Semanal,Interés en su contenido
821,610,2020-11-07,Mensual,Interés en su contenido
95,1392,2020-10-03,Semanal,Interés en su contenido
1133,360,2022-11-21,Semanal,Interés en su contenido
220,505,2023-10-10,Mensual,Interés en su contenido
272,966,2023-04-01,Mensual,Interés en su contenido
760,905,2021-06-07,Ocasional,Interés en su contenido
956,379,2024-03-04,Diaria,Interés en su contenido
226,1472,2024-01-06,Mensual,Interés en su contenido
600,1210,2020-08-03,Diaria,Interés en su contenido
585,1288,2020-11-14,Mensual,Interés en su contenido
398,175,2023-01-30,Semanal,Interés en su contenido
1325,613,2023-05-30,Semanal,Interés en su contenido
893,1260,2021-07-12,Mensual,Interés en su contenido
461,174,2023-06-20,Diaria,Interés en su contenido
1405,1338,2023-07-25,Semanal,Interés en su contenido
1361,1199,2024-12-14,Ocasional,Interés en su contenido
991,244,2024-09-22,Diaria,Interés en su contenido
657,33,2020-11-04,Ocasional,Interés en su contenido
302,1400,2024-09-29,Diaria,Interés en su contenido
1379,958,2020-08-20,Semanal,Interés en su contenido
799,696,2023-04-12,Diaria,Interés en su contenido
926,438,2021-03-22,Semanal,Interés en su contenido
1043,229,2023-12-26,Ocasional,Interés en su contenido
290,1404,2025-02-25,Diaria,Interés en su contenido
110,1498,2021-06-04,Ocasional,Interés en su contenido
469,1267,2020-05-18,Semanal,Interés en su contenido
321,201,2020-07-15,Semanal,Interés en su contenido
814,1162,2024-11-25,Diaria,Interés en su contenido
660,907,2022-12-04,Semanal,Interés en su contenido
1392,944,2022-04-27,Ocasional,Interés en su contenido
992,234,2023-07-16,Diaria,Interés en su contenido
736,281,2022-03-06,Ocasional,Interés en su contenido
999,3,2021-01-07,Ocasional,Interés en su contenido
1318,599,2023-09-30,Mensual,Interés en su contenido
1219,1268,2022-07-07,Diaria,Interés en su contenido
765,403,2023-08-19,Diaria,Interés en su contenido
521,562,2020-06-26,Mensual,Interés en su contenido
105,22,2023-07-21,Semanal,Interés en su contenido
13,269,2023-07-28,Ocasional,Interés en su contenido
1067,500,2022-10-13,Ocasional,Interés en su contenido
1137,1256,2024-12-13,Diaria,Interés en su contenido
437,635,2021-11-11,Mensual,Interés en su contenido
114,349,2021-07-09,Mensual,Interés en su contenido
1031,819,2022-03-08,Ocasional,Interés en su contenido
813,97,2024-04-11,Semanal,Interés en su contenido
1329,98,2022-12-31,Mensual,Interés en su contenido
18,1239,2022-12-13,Semanal,Interés en su contenido
560,836,2024-09-25,Ocasional,Interés en su contenido
1392,713,2021-12-11,Mensual,Interés en su contenido
1281,141,2024-07-14,Semanal,Interés en su contenido
492,869,2024-07-31,Diaria,Interés en su contenido
92,155,2021-11-13,Semanal,Interés en su contenido
1126,1362,2022-01-24,Semanal,Interés en su contenido
915,354,2022-01-30,Diaria,Interés en su contenido
100,643,2020-11-28,Diaria,Interés en su contenido
500,501,2022-05-24,Mensual,Interés en su contenido
769,124,2025-02-05,Diaria,Interés en su contenido
1118,636,2022-04-09,Semanal,Interés en su contenido
305,6,2021-06-20,Diaria,Interés en su contenido
482,1097,2023-03-13,Semanal,Interés en su contenido
741,484,2022-08-01,Semanal,Interés en su contenido
65,1127,2024-07-02,Semanal,Interés en su contenido
1404,1498,2022-11-30,Diaria,Interés en su contenido
1377,793,2025-01-25,Diaria,Interés en su contenido
1483,1305,2021-07-21,Ocasional,Interés en su contenido
456,851,2024-06-02,Diaria,Interés en su contenido
487,1101,2021-08-19,Diaria,Interés en su contenido
1329,1437,2020-03-21,Ocasional,Interés en su contenido
503,780,2023-07-03,Diaria,Interés en su contenido
955,1046,2023-10-22,Mensual,Interés en su contenido
1328,996,2023-11-07,Ocasional,Interés en su contenido
988,378,2022-11-22,Diaria,Interés en su contenido
88,48,2021-12-02,Mensual,Interés en su contenido
266,166,2022-05-09,Mensual,Interés en su contenido
1432,1469,2024-05-28,Diaria,Interés en su contenido
104,971,2023-12-20,Diaria,Interés en su contenido
936,234,2020-11-24,Ocasional,Interés en su contenido
495,551,2020-06-13,Mensual,Interés en su contenido
57,1340,2024-12-23,Mensual,Interés en su contenido
214,370,2020-05-02,Semanal,Interés en su contenido
940,14,2020-05-02,Mensual,Interés en su contenido
166,226,2021-06-11,Diaria,Interés en su contenido
1275,543,2024-09-20,Mensual,Interés en su contenido
741,532,2020-11-08,Mensual,Interés en su contenido
861,1241,2020-02-26,Ocasional,Interés en su contenido
291,1264,2020-06-26,Ocasional,Interés en su contenido
705,694,2020-04-26,Ocasional,Interés en su contenido
236,1229,2021-11-24,Semanal,Interés en su contenido
929,877,2021-07-31,Ocasional,Interés en su contenido
161,484,2023-09-17,Ocasional,Interés en su contenido
914,1402,2023-07-20,Diaria,Interés en su contenido
1410,1384,2023-08-20,Ocasional,Interés en su contenido
290,872,2020-12-01,Semanal,Interés en su contenido
1198,726,2024-02-14,Ocasional,Interés en su contenido
219,276,2024-12-03,Ocasional,Interés en su contenido
782,903,2020-04-06,Semanal,Interés en su contenido
52,763,2024-06-22,Mensual,Interés en su contenido
1013,425,2024-07-02,Ocasional,Interés en su contenido
202,401,2023-08-10,Ocasional,Interés en su contenido
587,96,2022-05-03,Semanal,Interés en su contenido
1494,287,2022-10-11,Semanal,Interés en su contenido
1408,1343,2025-02-02,Mensual,Interés en su contenido
1367,780,2020-09-28,Diaria,Interés en su contenido
619,609,2023-06-26,Ocasional,Interés en su contenido
781,361,2021-05-17,Ocasional,Interés en su contenido
869,420,2024-05-10,Semanal,Interés en su contenido
2,608,2024-04-15,Diaria,Interés en su contenido
147,937,2023-09-04,Ocasional,Interés en su contenido
199,1402,2023-02-04,Mensual,Interés en su contenido
357,1283,2020-03-07,Diaria,Interés en su contenido
768,381,2021-05-29,Mensual,Interés en su contenido
1048,465,2022-08-30,Diaria,Interés en su contenido
1231,813,2021-07-12,Ocasional,Interés en su contenido
425,852,2023-03-03,Mensual,Interés en su contenido
982,56,2020-09-06,Mensual,Interés en su contenido
796,642,2020-11-16,Ocasional,Interés en su contenido
1104,1158,2021-06-18,Ocasional,Interés en su contenido
1215,1046,2021-04-14,Ocasional,Interés en su contenido
45,444,2025-01-13,Ocasional,Interés en su contenido
1129,1145,2021-02-21,Semanal,Interés en su contenido
7,58,2023-03-25,Mensual,Interés en su contenido
1109,451,2021-11-12,Ocasional,Interés en su contenido
1399,1236,2023-04-15,Semanal,Interés en su contenido
823,1493,2021-11-16,Semanal,Interés en su contenido
1414,162,2024-01-14,Mensual,Interés en su contenido
1181,371,2022-12-10,Semanal,Interés en su contenido
1448,1217,2025-02-18,Diaria,Interés en su contenido
1355,1319,2021-06-25,Semanal,Interés en su contenido
989,119,2024-03-30,Ocasional,Interés en su contenido
676,1226,2020-10-09,Semanal,Interés en su contenido
574,132,2024-02-06,Diaria,Interés en su contenido
542,103,2023-07-07,Ocasional,Interés en su contenido
1405,298,2023-07-05,Diaria,Interés en su contenido
168,1113,2021-02-21,Ocasional,Interés en su contenido
349,263,2023-05-09,Semanal,Interés en su contenido
576,983,2021-07-29,Diaria,Interés en su contenido
1063,395,2022-08-10,Diaria,Interés en su contenido
180,1099,2021-04-24,Diaria,Interés en su contenido
915,1427,2021-10-08,Ocasional,Interés en su contenido
1336,110,2021-12-17,Ocasional,Interés en su contenido
686,1387,2024-08-31,Ocasional,Interés en su contenido
1077,1256,2020-05-13,Mensual,Interés en su contenido
1181,978,2021-01-30,Mensual,Interés en su contenido
1192,1259,2020-07-25,Ocasional,Interés en su contenido
1279,1230,2024-03-09,Diaria,Interés en su contenido
647,331,2020-07-13,Semanal,Interés en su contenido
219,1005,2021-02-19,Diaria,Interés en su contenido
227,572,2023-11-19,Ocasional,Interés en su contenido
688,856,2024-01-28,Mensual,Interés en su contenido
1059,195,2022-08-26,Diaria,Interés en su contenido
20,887,2022-10-11,Diaria,Interés en su contenido
1009,433,2023-07-11,Mensual,Interés en su contenido
833,499,2020-04-27,Diaria,Interés en su contenido
836,410,2024-09-27,Diaria,Interés en su contenido
345,1222,2022-01-12,Ocasional,Interés en su contenido
751,722,2022-09-02,Ocasional,Interés en su contenido
365,849,2024-11-28,Diaria,Interés en su contenido
858,1223,2023-05-06,Mensual,Interés en su contenido
1247,841,2022-05-30,Semanal,Interés en su contenido
1000,1149,2025-01-14,Diaria,Interés en su contenido
182,1176,2021-02-23,Semanal,Interés en su contenido
1077,1413,2024-04-19,Diaria,Interés en su contenido
803,1087,2022-11-26,Semanal,Interés en su contenido
1429,97,2020-03-26,Diaria,Interés en su contenido
425,1317,2024-01-12,Diaria,Interés en su contenido
1024,158,2024-10-23,Ocasional,Interés en su contenido
1012,713,2021-11-15,Semanal,Interés en su contenido
1400,1425,2020-12-17,Semanal,Interés en su contenido
236,797,2021-04-11,Semanal,Interés en su contenido
1416,399,2021-11-23,Ocasional,Interés en su contenido
247,496,2022-01-17,Diaria,Interés en su contenido
963,1258,2021-02-18,Mensual,Interés en su contenido
549,1185,2022-11-12,Diaria,Interés en su contenido
93,636,2022-01-28,Diaria,Interés en su contenido
497,976,2022-06-22,Semanal,Interés en su contenido
1232,732,2024-05-24,Mensual,Interés en su contenido
761,1057,2023-05-13,Mensual,Interés en su contenido
1032,461,2021-08-16,Mensual,Interés en su contenido
1424,863,2021-01-11,Semanal,Interés en su contenido
1393,1225,2024-04-27,Diaria,Interés en su contenido
314,987,2022-08-04,Mensual,Interés en su contenido
447,1237,2020-10-05,Semanal,Interés en su contenido
298,660,2020-05-28,Mensual,Interés en su contenido
217,897,2022-01-13,Mensual,Interés en su contenido
143,1230,2024-01-01,Semanal,Interés en su contenido
661,1143,2023-02-12,Diaria,Interés en su contenido
1289,521,2021-01-15,Ocasional,Interés en su contenido
863,368,2022-09-09,Diaria,Interés en su contenido
1441,374,2021-01-21,Semanal,Interés en su contenido
832,77,2023-05-20,Diaria,Interés en su contenido
1426,1111,2022-07-15,Ocasional,Interés en su contenido
478,1171,2024-12-04,Mensual,Interés en su contenido
734,529,2023-08-17,Diaria,Interés en su contenido
426,1482,2023-06-04,Mensual,Interés en su contenido
652,479,2024-08-24,Diaria,Interés en su contenido
643,798,2025-01-24,Semanal,Interés en su contenido
108,1236,2024-11-29,Semanal,Interés en su contenido
18,964,2021-09-29,Ocasional,Interés en su contenido
1068,1355,2021-10-07,Mensual,Interés en su contenido
1274,95,2024-01-06,Ocasional,Interés en su contenido
1425,1355,2021-10-16,Mensual,Interés en su contenido
743,1187,2021-04-06,Ocasional,Interés en su contenido
278,1290,2023-12-10,Mensual,Interés en su contenido
1494,66,2024-08-27,Semanal,Interés en su contenido
1439,221,2023-07-01,Ocasional,Interés en su contenido
991,1303,2020-06-04,Semanal,Interés en su contenido
674,1333,2021-07-05,Diaria,Interés en su contenido
858,821,2024-08-16,Diaria,Interés en su contenido
137,423,2022-08-14,Semanal,Interés en su contenido
1274,964,2023-09-01,Semanal,Interés en su contenido
879,928,2021-12-26,Diaria,Interés en su contenido
980,1419,2023-03-19,Semanal,Interés en su contenido
248,981,2023-04-09,Semanal,Interés en su contenido
1448,602,2023-03-07,Diaria,Interés en su contenido
1447,370,2020-04-18,Mensual,Interés en su contenido
272,1333,2020-09-24,Semanal,Interés en su contenido
1324,350,2021-05-09,Mensual,Interés en su contenido
193,1410,2020-09-19,Semanal,Interés en su contenido
126,844,2024-12-21,Semanal,Interés en su contenido
379,481,2020-11-03,Ocasional,Interés en su contenido
641,632,2022-05-21,Diaria,Interés en su contenido
193,1115,2023-02-11,Diaria,Interés en su contenido
1329,635,2021-04-02,Mensual,Interés en su contenido
550,345,2022-11-21,Mensual,Interés en su contenido
1133,555,2021-10-12,Semanal,Interés en su contenido
1371,1369,2023-01-07,Diaria,Interés en su contenido
323,1420,2025-01-21,Mensual,Interés en su contenido
502,754,2023-04-06,Diaria,Interés en su contenido
1429,1231,2022-03-02,Mensual,Interés en su contenido
900,843,2020-03-20,Mensual,Interés en su contenido
1437,187,2020-11-12,Diaria,Interés en su contenido
1369,1055,2025-01-08,Ocasional,Interés en su contenido
1347,134,2023-06-14,Mensual,Interés en su contenido
854,562,2023-04-04,Diaria,Interés en su contenido
1255,1180,2022-06-18,Mensual,Interés en su contenido
212,633,2024-12-29,Ocasional,Interés en su contenido
720,395,2024-04-21,Diaria,Interés en su contenido
395,958,2020-08-24,Diaria,Interés en su contenido
656,638,2023-01-07,Semanal,Interés en su contenido
615,666,2022-08-14,Diaria,Interés en su contenido
1402,1298,2022-05-01,Diaria,Interés en su contenido
1042,367,2023-03-23,Ocasional,Interés en su contenido
156,1367,2025-02-24,Diaria,Interés en su contenido
56,1317,2024-12-24,Semanal,Interés en su contenido
652,786,2021-01-02,Mensual,Interés en su contenido
1263,548,2022-05-13,Semanal,Interés en su contenido
1184,1216,2022-10-25,Semanal,Interés en su contenido
73,1299,2021-05-30,Semanal,Interés en su contenido
496,984,2020-10-01,Ocasional,Interés en su contenido
1457,782,2020-03-11,Ocasional,Interés en su contenido
1195,1360,2021-04-26,Ocasional,Interés en su contenido
1229,355,2020-06-21,Semanal,Interés en su contenido
1168,711,2021-11-23,Semanal,Interés en su contenido
475,1101,2024-06-11,Ocasional,Interés en su contenido
192,1165,2024-10-16,Mensual,Interés en su contenido
191,134,2024-03-15,Semanal,Interés en su contenido
1247,1387,2020-03-02,Diaria,Interés en su contenido
1273,473,2023-12-31,Mensual,Interés en su contenido
260,575,2020-10-09,Semanal,Interés en su contenido
603,5,2022-04-03,Ocasional,Interés en su contenido
870,1380,2023-10-22,Semanal,Interés en su contenido
1050,385,2020-05-04,Mensual,Interés en su contenido
840,392,2022-08-08,Semanal,Interés en su contenido
615,1382,2021-04-09,Semanal,Interés en su contenido
488,528,2020-09-20,Semanal,Interés en su contenido
968,760,2021-05-09,Diaria,Interés en su contenido
1079,781,2020-12-30,Ocasional,Interés en su contenido
1254,522,2020-03-16,Diaria,Interés en su contenido
1040,891,2020-06-10,Mensual,Interés en su contenido
590,360,2022-08-03,Mensual,Interés en su contenido
511,1490,2023-08-14,Semanal,Interés en su contenido
786,1271,2024-10-03,Semanal,Interés en su contenido
1136,676,2024-04-12,Mensual,Interés en su contenido
43,922,2024-02-29,Mensual,Interés en su contenido
419,697,2023-02-28,Diaria,Interés en su contenido
1183,712,2021-05-19,Semanal,Interés en su contenido
1146,1298,2020-11-03,Mensual,Interés en su contenido
1247,558,2020-06-30,Ocasional,Interés en su contenido
1294,17,2020-08-31,Semanal,Interés en su contenido
1166,875,2024-08-18,Ocasional,Interés en su contenido
581,670,2022-07-28,Semanal,Interés en su contenido
661,1231,2024-11-03,Diaria,Interés en su contenido
964,830,2023-10-28,Mensual,Interés en su contenido
92,530,2022-10-27,Ocasional,Interés en su contenido
256,1126,2022-09-13,Semanal,Interés en su contenido
10,78,2021-08-23,Mensual,Interés en su contenido
562,280,2023-02-08,Ocasional,Interés en su contenido
435,563,2022-12-20,Mensual,Interés en su contenido
1495,1251,2023-11-03,Ocasional,Interés en su contenido
1366,773,2024-07-20,Ocasional,Interés en su contenido
881,922,2023-06-02,Mensual,Interés en su contenido
936,34,2021-05-12,Ocasional,Interés en su contenido
1436,219,2021-09-15,Ocasional,Interés en su contenido
1435,1316,2021-07-23,Diaria,Interés en su contenido
888,1197,2020-08-15,Diaria,Interés en su contenido
175,535,2022-11-23,Ocasional,Interés en su contenido
169,166,2022-06-02,Diaria,Interés en su contenido
441,1073,2022-07-24,Mensual,Interés en su contenido
1467,918,2020-12-15,Diaria,Interés en su contenido
690,804,2024-01-25,Ocasional,Interés en su contenido
735,858,2020-11-26,Ocasional,Interés en su contenido
1491,668,2020-04-20,Diaria,Interés en su contenido
1337,694,2023-02-08,Diaria,Interés en su contenido
1112,1491,2023-05-30,Ocasional,Interés en su contenido
41,1406,2024-05-21,Diaria,Interés en su contenido
788,1007,2021-12-24,Mensual,Interés en su contenido
535,1153,2021-05-17,Semanal,Interés en su contenido
419,582,2021-12-29,Semanal,Interés en su contenido
754,1251,2023-08-27,Ocasional,Interés en su contenido
1179,1060,2025-01-11,Mensual,Interés en su contenido
39,570,2020-06-07,Mensual,Interés en su contenido
35,1323,2024-02-11,Mensual,Interés en su contenido
838,837,2020-03-25,Semanal,Interés en su contenido
993,703,2023-05-21,Mensual,Interés en su contenido
94,278,2022-04-16,Mensual,Interés en su contenido
365,1149,2024-07-18,Ocasional,Interés en su contenido
148,966,2024-05-05,Semanal,Interés en su contenido
679,913,2021-05-11,Diaria,Interés en su contenido
616,69,2022-03-13,Semanal,Interés en su contenido
677,115,2022-12-31,Semanal,Interés en su contenido
1104,663,2024-08-12,Ocasional,Interés en su contenido
877,354,2021-10-01,Ocasional,Interés en su contenido
617,1054,2024-12-05,Diaria,Interés en su contenido
1289,843,2025-01-18,Semanal,Interés en su contenido
1060,1325,2022-12-29,Mensual,Interés en su contenido
1174,501,2020-11-08,Ocasional,Interés en su contenido
1146,107,2024-01-31,Ocasional,Interés en su contenido
402,662,2023-04-02,Mensual,Interés en su contenido
453,39,2021-05-02,Diaria,Interés en su contenido
45,163,2020-08-12,Semanal,Interés en su contenido
900,1125,2022-09-28,Ocasional,Interés en su contenido
1232,683,2024-02-08,Diaria,Interés en su contenido
1251,1329,2024-04-06,Semanal,Interés en su contenido
4,603,2020-05-08,Mensual,Interés en su contenido
302,1451,2020-06-28,Ocasional,Interés en su contenido
942,718,2022-10-04,Ocasional,Interés en su contenido
973,100,2024-08-01,Semanal,Interés en su contenido
794,671,2021-10-25,Ocasional,Interés en su contenido
301,106,2020-03-19,Semanal,Interés en su contenido
866,442,2023-12-14,Mensual,Interés en su contenido
623,1393,2023-06-23,Mensual,Interés en su contenido
433,1288,2021-04-04,Mensual,Interés en su contenido
826,1042,2024-01-31,Ocasional,Interés en su contenido
1472,501,2022-04-08,Semanal,Interés en su contenido
215,1101,2021-08-07,Diaria,Interés en su contenido
1381,309,2023-03-26,Semanal,Interés en su contenido
456,760,2023-01-26,Ocasional,Interés en su contenido
1392,864,2021-12-19,Diaria,Interés en su contenido
977,1463,2024-10-18,Diaria,Interés en su contenido
919,451,2021-06-29,Diaria,Interés en su contenido
915,618,2024-01-25,Mensual,Interés en su contenido
732,945,2022-10-06,Ocasional,Interés en su contenido
877,355,2021-12-28,Ocasional,Interés en su contenido
279,795,2024-11-26,Semanal,Interés en su contenido
804,911,2022-02-22,Mensual,Interés en su contenido
1427,85,2021-06-24,Ocasional,Interés en su contenido
1016,543,2023-07-06,Ocasional,Interés en su contenido
767,1256,2021-07-11,Mensual,Interés en su contenido
1402,588,2021-03-28,Semanal,Interés en su contenido
585,1029,2023-01-08,Mensual,Interés en su contenido
284,1204,2020-08-25,Mensual,Interés en su contenido
390,914,2023-10-10,Ocasional,Interés en su contenido
520,57,2021-12-04,Semanal,Interés en su contenido
976,798,2022-09-27,Ocasional,Interés en su contenido
860,1142,2024-08-28,Ocasional,Interés en su contenido
577,52,2021-12-12,Mensual,Interés en su contenido
308,47,2024-01-11,Ocasional,Interés en su contenido
863,957,2022-02-27,Mensual,Interés en su contenido
165,632,2021-04-26,Ocasional,Interés en su contenido
719,410,2022-02-15,Mensual,Interés en su contenido
181,156,2020-03-05,Mensual,Interés en su contenido
965,426,2020-10-04,Semanal,Interés en su contenido
122,1274,2022-05-14,Diaria,Interés en su contenido
67,1318,2023-08-25,Diaria,Interés en su contenido
1170,569,2022-05-03,Diaria,Interés en su contenido
838,764,2023-10-05,Ocasional,Interés en su contenido
732,1487,2024-04-04,Semanal,Interés en su contenido
496,595,2023-03-31,Mensual,Interés en su contenido
704,501,2020-05-28,Mensual,Interés en su contenido
1341,1346,2022-04-09,Ocasional,Interés en su contenido
749,504,2024-08-30,Mensual,Interés en su contenido
370,411,2020-08-18,Semanal,Interés en su contenido
843,881,2022-12-07,Diaria,Interés en su contenido
1293,1400,2022-08-30,Diaria,Interés en su contenido
76,533,2020-11-16,Ocasional,Interés en su contenido
60,1169,2024-10-04,Diaria,Interés en su contenido
144,123,2022-11-01,Semanal,Interés en su contenido
631,1198,2021-07-24,Mensual,Interés en su contenido
864,160,2020-09-04,Diaria,Interés en su contenido
1229,1412,2021-12-15,Ocasional,Interés en su contenido
644,165,2025-02-15,Diaria,Interés en su contenido
1122,209,2024-05-12,Mensual,Interés en su contenido
1029,441,2021-01-17,Ocasional,Interés en su contenido
567,823,2020-07-10,Ocasional,Interés en su contenido
157,639,2021-03-07,Mensual,Interés en su contenido
964,919,2020-04-26,Ocasional,Interés en su contenido
191,1046,2022-07-03,Ocasional,Interés en su contenido
1047,998,2022-06-15,Diaria,Interés en su contenido
575,1476,2021-12-29,Ocasional,Interés en su contenido
1196,843,2022-01-02,Ocasional,Interés en su contenido
1375,1334,2020-06-16,Ocasional,Interés en su contenido
1122,302,2023-03-31,Diaria,Interés en su contenido
764,1459,2020-07-09,Semanal,Interés en su contenido
756,828,2025-02-13,Mensual,Interés en su contenido
1230,1201,2024-09-27,Mensual,Interés en su contenido
35,1079,2020-08-09,Diaria,Interés en su contenido
566,1472,2025-02-03,Semanal,Interés en su contenido
1437,477,2025-02-24,Semanal,Interés en su contenido
8,1496,2022-03-17,Semanal,Interés en su contenido
1177,1443,2022-04-25,Semanal,Interés en su contenido
1017,866,2020-07-02,Mensual,Interés en su contenido
36,647,2025-01-31,Mensual,Interés en su contenido
986,1394,2023-08-19,Semanal,Interés en su contenido
1277,1096,2020-04-27,Ocasional,Interés en su contenido
358,319,2020-08-14,Diaria,Interés en su contenido
519,113,2024-08-26,Mensual,Interés en su contenido
138,443,2024-03-29,Diaria,Interés en su contenido
1090,796,2023-08-04,Ocasional,Interés en su contenido
67,632,2024-06-09,Ocasional,Interés en su contenido
630,924,2022-08-20,Semanal,Interés en su contenido
437,1131,2024-08-19,Diaria,Interés en su contenido
519,930,2023-06-28,Mensual,Interés en su contenido
344,535,2023-05-01,Ocasional,Interés en su contenido
613,620,2022-12-09,Semanal,Interés en su contenido
6,385,2024-08-02,Mensual,Interés en su contenido
1241,538,2022-09-24,Mensual,Interés en su contenido
212,35,2021-06-23,Semanal,Interés en su contenido
1479,463,2021-07-15,Ocasional,Interés en su contenido
1322,463,2023-02-22,Mensual,Interés en su contenido
169,1101,2021-09-22,Ocasional,Interés en su contenido
848,636,2024-02-07,Ocasional,Interés en su contenido
982,620,2023-11-23,Diaria,Interés en su contenido
418,185,2023-06-22,Semanal,Interés en su contenido
751,157,2024-08-06,Semanal,Interés en su contenido
18,290,2023-02-22,Mensual,Interés en su contenido
1053,766,2024-02-17,Semanal,Interés en su contenido
548,857,2023-01-03,Mensual,Interés en su contenido
1095,161,2023-04-08,Mensual,Interés en su contenido
431,1274,2023-11-07,Mensual,Interés en su contenido
1307,344,2022-08-25,Diaria,Interés en su contenido
1002,1128,2022-10-21,Mensual,Interés en su contenido
704,1276,2021-05-10,Diaria,Interés en su contenido
1183,1071,2025-02-05,Mensual,Interés en su contenido
1446,1388,2021-08-23,Diaria,Interés en su contenido
350,1135,2024-05-10,Ocasional,Interés en su contenido
677,740,2024-05-08,Diaria,Interés en su contenido
772,944,2023-01-21,Mensual,Interés en su contenido
1272,365,2020-05-07,Semanal,Interés en su contenido
1102,421,2020-11-20,Diaria,Interés en su contenido
1204,452,2021-12-10,Mensual,Interés en su contenido
1091,1172,2021-05-25,Diaria,Interés en su contenido
1122,1468,2023-03-19,Diaria,Interés en su contenido
1500,114,2021-04-06,Semanal,Interés en su contenido
1092,134,2023-08-16,Mensual,Interés en su contenido
789,388,2023-11-27,Mensual,Interés en su contenido
261,1441,2022-10-22,Semanal,Interés en su contenido
639,322,2022-07-12,Diaria,Interés en su contenido
1412,1246,2021-04-28,Mensual,Interés en su contenido
1177,949,2021-09-29,Semanal,Interés en su contenido
107,1204,2021-08-16,Diaria,Interés en su contenido
356,130,2020-12-02,Mensual,Interés en su contenido
317,968,2023-10-06,Semanal,Interés en su contenido
605,186,2023-06-07,Diaria,Interés en su contenido
606,1483,2020-08-24,Ocasional,Interés en su contenido
181,403,2023-03-05,Semanal,Interés en su contenido
172,681,2021-08-21,Mensual,Interés en su contenido
743,401,2021-10-11,Diaria,Interés en su contenido
129,657,2024-06-26,Semanal,Interés en su contenido
80,389,2021-01-08,Diaria,Interés en su contenido
630,608,2022-06-28,Diaria,Interés en su contenido
922,904,2024-10-23,Diaria,Interés en su contenido
1376,1459,2023-12-25,Diaria,Interés en su contenido
98,1263,2020-10-18,Ocasional,Interés en su contenido
739,1258,2022-08-07,Mensual,Interés en su contenido
1360,641,2021-09-12,Mensual,Interés en su contenido
936,834,2020-05-03,Ocasional,Interés en su contenido
487,626,2022-01-16,Mensual,Interés en su contenido
622,246,2022-11-10,Semanal,Interés en su contenido
1224,1211,2024-01-14,Diaria,Interés en su contenido
290,833,2024-05-24,Mensual,Interés en su contenido
699,313,2023-12-23,Diaria,Interés en su contenido
854,629,2022-01-10,Diaria,Interés en su contenido
1266,211,2021-03-05,Diaria,Interés en su contenido
859,215,2021-08-28,Ocasional,Interés en su contenido
1313,780,2022-04-23,Diaria,Interés en su contenido
36,121,2020-08-01,Semanal,Interés en su contenido
328,1361,2022-08-14,Mensual,Interés en su contenido
275,253,2022-03-29,Ocasional,Interés en su contenido
1097,290,2024-07-21,Ocasional,Interés en su contenido
1032,258,2023-05-31,Semanal,Interés en su contenido
1408,172,2021-12-19,Ocasional,Interés en su contenido
729,1307,2023-05-06,Ocasional,Interés en su contenido
350,1332,2021-05-26,Ocasional,Interés en su contenido
1267,1165,2022-02-06,Ocasional,Interés en su contenido
300,63,2020-09-24,Semanal,Interés en su contenido
1294,555,2024-04-28,Ocasional,Interés en su contenido
1174,1451,2023-01-10,Diaria,Interés en su contenido
8,23,2023-02-21,Mensual,Interés en su contenido
1165,472,2021-11-21,Semanal,Interés en su contenido
1356,1299,2022-01-03,Mensual,Interés en su contenido
1009,266,2024-02-15,Semanal,Interés en su contenido
1129,1285,2021-11-08,Ocasional,Interés en su contenido
101,1441,2022-09-07,Semanal,Interés en su contenido
324,299,2024-04-06,Diaria,Interés en su contenido
96,1322,2024-02-18,Ocasional,Interés en su contenido
548,1145,2023-10-29,Mensual,Interés en su contenido
1261,1011,2022-01-02,Semanal,Interés en su contenido
521,392,2020-09-06,Ocasional,Interés en su contenido
251,297,2023-11-06,Mensual,Interés en su contenido
181,605,2022-11-17,Mensual,Interés en su contenido
382,1469,2024-09-18,Diaria,Interés en su contenido
679,1387,2023-03-08,Diaria,Interés en su contenido
1447,302,2024-06-26,Ocasional,Interés en su contenido
33,779,2021-05-14,Diaria,Interés en su contenido
590,1132,2024-01-06,Diaria,Interés en su contenido
356,373,2023-10-27,Mensual,Interés en su contenido
27,858,2023-03-08,Mensual,Interés en su contenido
616,978,2022-09-15,Mensual,Interés en su contenido
924,818,2023-06-16,Mensual,Interés en su contenido
86,1471,2025-02-22,Diaria,Interés en su contenido
527,171,2020-09-23,Mensual,Interés en su contenido
893,804,2023-02-02,Mensual,Interés en su contenido
419,73,2024-11-12,Diaria,Interés en su contenido
797,675,2024-12-31,Mensual,Interés en su contenido
884,276,2024-04-25,Semanal,Interés en su contenido
1055,1145,2022-01-06,Ocasional,Interés en su contenido
1088,1042,2020-05-24,Ocasional,Interés en su contenido
1491,781,2022-03-27,Mensual,Interés en su contenido
872,1428,2024-05-02,Semanal,Interés en su contenido
152,422,2024-06-29,Ocasional,Interés en su contenido
1350,108,2022-11-18,Ocasional,Interés en su contenido
1326,263,2024-08-21,Semanal,Interés en su contenido
1212,48,2021-01-10,Diaria,Interés en su contenido
