usuario_id,seguido_id,desde,interaccion_frecuencia,razón,estado
455,1586,2023-10-08,Ocasional,Interés en su contenido,No Verified
377,1586,2023-04-29,Semanal,Interés en su contenido,No Verified
1423,1586,2022-01-01,Mensual,Interés en su contenido,No Verified
56,1586,2022-05-07,Ocasional,Interés en su contenido,No Verified
1163,1586,2021-08-16,Semanal,Interés en su contenido,No Verified
1427,1586,2023-01-26,Diaria,Interés en su contenido,No Verified
1265,1587,2022-09-21,Diaria,Interés en su contenido,No Verified
674,1587,2021-06-20,Mensual,Interés en su contenido,No Verified
1259,1587,2021-06-14,Semanal,Interés en su contenido,No Verified
180,1587,2024-06-06,Diaria,Interés en su contenido,No Verified
871,1587,2024-12-11,Mensual,Interés en su contenido,No Verified
29,1587,2020-05-14,Semanal,Interés en su contenido,No Verified
480,1587,2022-02-10,Mensual,Interés en su contenido,No Verified
608,1588,2021-06-21,Diaria,Interés en su contenido,No Verified
230,1588,2023-10-02,Diaria,Interés en su contenido,No Verified
1254,1588,2020-03-11,Ocasional,Interés en su contenido,No Verified
375,1588,2021-08-13,Ocasional,Interés en su contenido,No Verified
309,1588,2025-01-05,Mensual,Interés en su contenido,No Verified
1187,1588,2024-04-02,Semanal,Interés en su contenido,No Verified
168,1588,2022-08-19,Ocasional,Interés en su contenido,No Verified
643,1588,2024-12-09,Semanal,Interés en su contenido,No Verified
402,1588,2020-05-17,Mensual,Interés en su contenido,No Verified
547,1588,2022-11-30,Ocasional,Interés en su contenido,No Verified
1281,1588,2024-01-18,Semanal,Interés en su contenido,No Verified
889,1588,2023-10-11,Semanal,Interés en su contenido,No Verified
796,1589,2024-11-19,Diaria,Interés en su contenido,No Verified
230,1589,2023-12-29,Mensual,Interés en su contenido,No Verified
66,1589,2021-11-07,Mensual,Interés en su contenido,No Verified
21,1589,2021-12-06,Semanal,Interés en su contenido,No Verified
373,1589,2023-02-06,Mensual,Interés en su contenido,No Verified
961,1589,2021-07-22,Diaria,Interés en su contenido,No Verified
412,1589,2020-06-22,Diaria,Interés en su contenido,No Verified
1382,1590,2021-01-07,Mensual,Interés en su contenido,No Verified
179,1590,2024-08-03,Semanal,Interés en su contenido,No Verified
91,1590,2024-11-07,Ocasional,Interés en su contenido,No Verified
1232,1590,2024-01-13,Diaria,Interés en su contenido,No Verified
20,1590,2023-07-11,Ocasional,Interés en su contenido,No Verified
7,1590,2020-12-07,Diaria,Interés en su contenido,No Verified
263,1591,2020-11-22,Semanal,Interés en su contenido,No Verified
1471,1591,2020-08-10,Ocasional,Interés en su contenido,No Verified
1235,1591,2023-12-21,Mensual,Interés en su contenido,No Verified
367,1591,2023-11-07,Ocasional,Interés en su contenido,No Verified
1116,1591,2021-11-15,Diaria,Interés en su contenido,No Verified
1057,1591,2020-07-01,Semanal,Interés en su contenido,No Verified
439,1591,2021-07-24,Semanal,Interés en su contenido,No Verified
283,1591,2024-07-29,Diaria,Interés en su contenido,No Verified
269,1591,2023-10-07,Ocasional,Interés en su contenido,No Verified
1338,1591,2023-10-13,Diaria,Interés en su contenido,No Verified
1187,1591,2023-02-04,Ocasional,Interés en su contenido,No Verified
1085,1591,2022-03-30,Semanal,Interés en su contenido,No Verified
1275,1592,2023-04-10,Ocasional,Interés en su contenido,No Verified
1001,1592,2024-11-23,Ocasional,Interés en su contenido,No Verified
133,1592,2020-10-27,Semanal,Interés en su contenido,No Verified
980,1592,2024-11-06,Semanal,Interés en su contenido,No Verified
663,1592,2025-02-03,Ocasional,Interés en su contenido,No Verified
1445,1592,2024-11-04,Ocasional,Interés en su contenido,No Verified
739,1593,2023-03-08,Mensual,Interés en su contenido,No Verified
781,1593,2024-02-14,Ocasional,Interés en su contenido,No Verified
819,1593,2021-01-28,Semanal,Interés en su contenido,No Verified
452,1593,2023-12-09,Mensual,Interés en su contenido,No Verified
1437,1593,2021-07-07,Diaria,Interés en su contenido,No Verified
931,1593,2020-11-08,Diaria,Interés en su contenido,No Verified
809,1593,2022-06-06,Diaria,Interés en su contenido,No Verified
483,1593,2024-08-06,Mensual,Interés en su contenido,No Verified
924,1593,2023-07-29,Diaria,Interés en su contenido,No Verified
410,1593,2024-11-27,Diaria,Interés en su contenido,No Verified
399,1593,2024-09-22,Mensual,Interés en su contenido,No Verified
685,1593,2021-07-27,Ocasional,Interés en su contenido,No Verified
1095,1594,2022-03-04,Semanal,Interés en su contenido,No Verified
1057,1594,2024-11-26,Diaria,Interés en su contenido,No Verified
782,1594,2023-03-18,Ocasional,Interés en su contenido,No Verified
232,1594,2023-02-07,Ocasional,Interés en su contenido,No Verified
676,1594,2021-03-13,Ocasional,Interés en su contenido,No Verified
759,1594,2023-02-07,Ocasional,Interés en su contenido,No Verified
757,1594,2021-01-13,Ocasional,Interés en su contenido,No Verified
396,1594,2020-06-01,Mensual,Interés en su contenido,No Verified
648,1594,2025-02-19,Semanal,Interés en su contenido,No Verified
155,1594,2022-04-03,Ocasional,Interés en su contenido,No Verified
486,1594,2022-04-26,Mensual,Interés en su contenido,No Verified
663,1594,2023-08-10,Mensual,Interés en su contenido,No Verified
1385,1594,2023-10-08,Ocasional,Interés en su contenido,No Verified
1496,1594,2023-11-24,Ocasional,Interés en su contenido,No Verified
1170,1594,2022-03-06,Semanal,Interés en su contenido,No Verified
623,1595,2020-08-01,Ocasional,Interés en su contenido,No Verified
546,1595,2024-06-22,Ocasional,Interés en su contenido,No Verified
1226,1595,2024-10-08,Diaria,Interés en su contenido,No Verified
809,1595,2020-03-23,Ocasional,Interés en su contenido,No Verified
374,1595,2022-05-19,Diaria,Interés en su contenido,No Verified
274,1595,2024-10-14,Mensual,Interés en su contenido,No Verified
943,1595,2020-03-15,Ocasional,Interés en su contenido,No Verified
1116,1595,2024-08-31,Diaria,Interés en su contenido,No Verified
246,1596,2020-12-13,Semanal,Interés en su contenido,No Verified
125,1596,2021-08-21,Diaria,Interés en su contenido,No Verified
1187,1596,2024-04-16,Semanal,Interés en su contenido,No Verified
154,1596,2021-04-05,Diaria,Interés en su contenido,No Verified
426,1596,2024-05-11,Mensual,Interés en su contenido,No Verified
621,1596,2022-07-13,Diaria,Interés en su contenido,No Verified
408,1596,2023-10-31,Semanal,Interés en su contenido,No Verified
622,1596,2020-04-15,Diaria,Interés en su contenido,No Verified
294,1596,2020-07-08,Ocasional,Interés en su contenido,No Verified
1198,1596,2020-11-06,Mensual,Interés en su contenido,No Verified
858,1596,2021-03-16,Semanal,Interés en su contenido,No Verified
860,1596,2020-12-04,Diaria,Interés en su contenido,No Verified
634,1596,2023-04-13,Diaria,Interés en su contenido,No Verified
1239,1597,2023-11-14,Ocasional,Interés en su contenido,No Verified
4,1597,2023-09-14,Ocasional,Interés en su contenido,No Verified
1205,1597,2022-03-04,Semanal,Interés en su contenido,No Verified
1104,1597,2021-03-12,Diaria,Interés en su contenido,No Verified
914,1597,2020-09-21,Mensual,Interés en su contenido,No Verified
1082,1598,2020-05-23,Mensual,Interés en su contenido,No Verified
1403,1598,2024-07-03,Ocasional,Interés en su contenido,No Verified
233,1598,2022-06-12,Ocasional,Interés en su contenido,No Verified
44,1598,2024-10-20,Ocasional,Interés en su contenido,No Verified
204,1598,2023-04-27,Semanal,Interés en su contenido,No Verified
4,1598,2023-01-26,Ocasional,Interés en su contenido,No Verified
487,1598,2024-01-19,Diaria,Interés en su contenido,No Verified
757,1598,2021-10-21,Ocasional,Interés en su contenido,No Verified
509,1598,2022-01-28,Mensual,Interés en su contenido,No Verified
128,1598,2024-07-28,Ocasional,Interés en su contenido,No Verified
537,1598,2021-01-11,Diaria,Interés en su contenido,No Verified
1079,1598,2021-06-07,Ocasional,Interés en su contenido,No Verified
291,1599,2022-04-18,Diaria,Interés en su contenido,No Verified
1440,1599,2020-05-01,Semanal,Interés en su contenido,No Verified
1455,1599,2021-01-20,Semanal,Interés en su contenido,No Verified
289,1599,2022-08-08,Diaria,Interés en su contenido,No Verified
502,1599,2024-05-06,Semanal,Interés en su contenido,No Verified
740,1599,2023-08-16,Semanal,Interés en su contenido,No Verified
74,1599,2023-06-15,Semanal,Interés en su contenido,No Verified
340,1599,2025-02-15,Diaria,Interés en su contenido,No Verified
1166,1599,2023-07-23,Mensual,Interés en su contenido,No Verified
878,1600,2022-07-09,Mensual,Interés en su contenido,No Verified
950,1600,2024-10-31,Diaria,Interés en su contenido,No Verified
482,1600,2022-06-02,Mensual,Interés en su contenido,No Verified
440,1600,2023-11-02,Ocasional,Interés en su contenido,No Verified
180,1600,2020-11-28,Diaria,Interés en su contenido,No Verified
85,1600,2022-12-28,Mensual,Interés en su contenido,No Verified
825,1600,2021-01-27,Ocasional,Interés en su contenido,No Verified
46,1600,2020-05-26,Semanal,Interés en su contenido,No Verified
27,1600,2021-02-20,Semanal,Interés en su contenido,No Verified
1193,1600,2022-09-19,Ocasional,Interés en su contenido,No Verified
813,1600,2022-11-22,Mensual,Interés en su contenido,No Verified
320,1600,2021-08-08,Diaria,Interés en su contenido,No Verified
182,1600,2025-01-19,Ocasional,Interés en su contenido,No Verified
742,1600,2023-12-09,Diaria,Interés en su contenido,No Verified
1092,1601,2021-01-15,Mensual,Interés en su contenido,Verified
1292,1601,2024-01-18,Semanal,Interés en su contenido,Verified
827,1601,2021-11-23,Semanal,Interés en su contenido,Verified
1184,1601,2020-03-27,Diaria,Interés en su contenido,Verified
233,1601,2022-07-01,Diaria,Interés en su contenido,Verified
331,1601,2021-10-06,Semanal,Interés en su contenido,Verified
1255,1601,2021-01-02,Mensual,Interés en su contenido,Verified
106,1601,2020-10-05,Diaria,Interés en su contenido,Verified
878,1601,2021-10-14,Ocasional,Interés en su contenido,Verified
397,1602,2024-06-16,Mensual,Interés en su contenido,Verified
830,1602,2023-12-16,Semanal,Interés en su contenido,Verified
709,1602,2022-12-05,Semanal,Interés en su contenido,Verified
1003,1602,2020-03-25,Mensual,Interés en su contenido,Verified
32,1602,2024-12-19,Ocasional,Interés en su contenido,Verified
662,1602,2021-10-17,Semanal,Interés en su contenido,Verified
19,1603,2020-10-15,Ocasional,Interés en su contenido,Verified
216,1603,2020-03-11,Diaria,Interés en su contenido,Verified
836,1603,2023-08-31,Mensual,Interés en su contenido,Verified
1201,1603,2021-01-22,Diaria,Interés en su contenido,Verified
464,1603,2024-04-08,Ocasional,Interés en su contenido,Verified
1236,1603,2022-02-02,Semanal,Interés en su contenido,Verified
1381,1603,2023-01-25,Ocasional,Interés en su contenido,Verified
495,1603,2023-02-08,Ocasional,Interés en su contenido,Verified
415,1603,2024-05-01,Ocasional,Interés en su contenido,Verified
1327,1603,2021-03-19,Diaria,Interés en su contenido,Verified
280,1604,2024-03-28,Ocasional,Interés en su contenido,Verified
1374,1604,2024-03-24,Mensual,Interés en su contenido,Verified
645,1604,2023-12-05,Ocasional,Interés en su contenido,Verified
791,1604,2021-07-02,Mensual,Interés en su contenido,Verified
314,1604,2021-02-18,Mensual,Interés en su contenido,Verified
774,1604,2023-10-26,Diaria,Interés en su contenido,Verified
888,1604,2023-06-03,Semanal,Interés en su contenido,Verified
730,1604,2022-08-17,Semanal,Interés en su contenido,Verified
983,1604,2020-09-02,Mensual,Interés en su contenido,Verified
1095,1604,2020-11-03,Diaria,Interés en su contenido,Verified
211,1604,2023-06-24,Semanal,Interés en su contenido,Verified
1500,1605,2021-09-06,Diaria,Interés en su contenido,Verified
208,1605,2022-11-23,Diaria,Interés en su contenido,Verified
66,1605,2024-12-18,Mensual,Interés en su contenido,Verified
169,1605,2023-01-30,Ocasional,Interés en su contenido,Verified
1213,1605,2021-11-01,Semanal,Interés en su contenido,Verified
1392,1605,2022-05-05,Ocasional,Interés en su contenido,Verified
360,1605,2023-03-25,Mensual,Interés en su contenido,Verified
391,1605,2022-06-18,Semanal,Interés en su contenido,Verified
1486,1605,2024-01-15,Diaria,Interés en su contenido,Verified
954,1605,2024-03-11,Semanal,Interés en su contenido,Verified
98,1605,2021-05-09,Ocasional,Interés en su contenido,Verified
309,1605,2024-09-17,Mensual,Interés en su contenido,Verified
861,1605,2020-06-07,Semanal,Interés en su contenido,Verified
802,1605,2024-06-09,Mensual,Interés en su contenido,Verified
1173,1605,2021-10-28,Semanal,Interés en su contenido,Verified
610,1606,2024-05-18,Ocasional,Interés en su contenido,Verified
420,1606,2021-06-27,Diaria,Interés en su contenido,Verified
682,1606,2022-11-24,Mensual,Interés en su contenido,Verified
876,1606,2025-01-23,Mensual,Interés en su contenido,Verified
1321,1606,2023-02-16,Semanal,Interés en su contenido,Verified
1110,1606,2023-10-27,Mensual,Interés en su contenido,Verified
1341,1606,2021-01-28,Diaria,Interés en su contenido,Verified
519,1606,2023-07-03,Mensual,Interés en su contenido,Verified
1448,1606,2024-09-20,Diaria,Interés en su contenido,Verified
41,1606,2024-12-13,Semanal,Interés en su contenido,Verified
79,1606,2021-11-17,Mensual,Interés en su contenido,Verified
825,1606,2024-05-22,Semanal,Interés en su contenido,Verified
1446,1606,2022-11-09,Ocasional,Interés en su contenido,Verified
705,1606,2020-04-26,Ocasional,Interés en su contenido,Verified
1414,1607,2021-01-25,Ocasional,Interés en su contenido,Verified
1379,1607,2022-10-09,Diaria,Interés en su contenido,Verified
1137,1607,2024-11-17,Semanal,Interés en su contenido,Verified
72,1607,2021-03-26,Diaria,Interés en su contenido,Verified
90,1607,2020-07-23,Diaria,Interés en su contenido,Verified
798,1607,2021-08-10,Semanal,Interés en su contenido,Verified
845,1607,2024-05-25,Diaria,Interés en su contenido,Verified
322,1607,2020-05-27,Ocasional,Interés en su contenido,Verified
342,1607,2022-03-15,Mensual,Interés en su contenido,Verified
1000,1607,2023-07-19,Semanal,Interés en su contenido,Verified
184,1608,2022-07-10,Diaria,Interés en su contenido,Verified
114,1608,2023-08-14,Ocasional,Interés en su contenido,Verified
701,1608,2023-03-03,Diaria,Interés en su contenido,Verified
888,1608,2024-03-21,Ocasional,Interés en su contenido,Verified
1257,1608,2023-07-22,Mensual,Interés en su contenido,Verified
1444,1608,2020-09-29,Mensual,Interés en su contenido,Verified
65,1608,2020-07-15,Mensual,Interés en su contenido,Verified
243,1609,2023-03-26,Mensual,Interés en su contenido,Verified
193,1609,2021-05-12,Diaria,Interés en su contenido,Verified
1455,1609,2024-05-30,Ocasional,Interés en su contenido,Verified
367,1609,2021-08-22,Mensual,Interés en su contenido,Verified
690,1609,2021-10-12,Diaria,Interés en su contenido,Verified
145,1609,2024-05-31,Semanal,Interés en su contenido,Verified
918,1609,2023-02-07,Semanal,Interés en su contenido,Verified
440,1609,2022-10-23,Ocasional,Interés en su contenido,Verified
1463,1609,2021-11-03,Semanal,Interés en su contenido,Verified
213,1610,2022-12-06,Semanal,Interés en su contenido,Verified
249,1610,2022-10-09,Diaria,Interés en su contenido,Verified
797,1610,2024-03-09,Diaria,Interés en su contenido,Verified
1177,1610,2024-04-09,Semanal,Interés en su contenido,Verified
700,1610,2024-11-22,Semanal,Interés en su contenido,Verified
300,1610,2020-08-23,Mensual,Interés en su contenido,Verified
509,1610,2021-03-07,Diaria,Interés en su contenido,Verified
748,1610,2022-11-19,Diaria,Interés en su contenido,Verified
1450,1610,2021-08-19,Ocasional,Interés en su contenido,Verified
1236,1610,2023-11-02,Semanal,Interés en su contenido,Verified
1455,1610,2020-04-06,Diaria,Interés en su contenido,Verified
398,1610,2024-05-03,Semanal,Interés en su contenido,Verified
1154,1610,2022-09-11,Diaria,Interés en su contenido,Verified
350,1610,2024-09-15,Ocasional,Interés en su contenido,Verified
1344,1610,2023-06-11,Mensual,Interés en su contenido,Verified
1323,1611,2024-12-25,Mensual,Interés en su contenido,Verified
357,1611,2022-01-02,Ocasional,Interés en su contenido,Verified
980,1611,2023-01-13,Mensual,Interés en su contenido,Verified
3,1611,2024-07-17,Ocasional,Interés en su contenido,Verified
360,1611,2024-08-10,Semanal,Interés en su contenido,Verified
45,1611,2021-10-07,Diaria,Interés en su contenido,Verified
1207,1611,2025-01-08,Mensual,Interés en su contenido,Verified
614,1611,2024-04-17,Semanal,Interés en su contenido,Verified
665,1611,2024-11-11,Semanal,Interés en su contenido,Verified
1378,1612,2022-06-06,Ocasional,Interés en su contenido,Verified
872,1612,2023-12-23,Mensual,Interés en su contenido,Verified
1141,1612,2021-02-14,Semanal,Interés en su contenido,Verified
298,1612,2023-08-09,Ocasional,Interés en su contenido,Verified
58,1612,2023-07-27,Mensual,Interés en su contenido,Verified
937,1612,2022-11-30,Semanal,Interés en su contenido,Verified
77,1613,2025-01-10,Semanal,Interés en su contenido,Verified
803,1613,2020-11-09,Ocasional,Interés en su contenido,Verified
1316,1613,2022-07-31,Diaria,Interés en su contenido,Verified
204,1613,2022-09-25,Semanal,Interés en su contenido,Verified
400,1613,2022-05-16,Semanal,Interés en su contenido,Verified
613,1613,2023-03-03,Ocasional,Interés en su contenido,Verified
247,1613,2020-04-24,Mensual,Interés en su contenido,Verified
66,1614,2022-02-04,Ocasional,Interés en su contenido,Verified
333,1614,2021-09-09,Mensual,Interés en su contenido,Verified
242,1614,2021-11-01,Ocasional,Interés en su contenido,Verified
594,1614,2021-03-21,Ocasional,Interés en su contenido,Verified
738,1614,2021-06-09,Ocasional,Interés en su contenido,Verified
485,1614,2022-05-29,Mensual,Interés en su contenido,Verified
219,1614,2024-07-04,Semanal,Interés en su contenido,Verified
186,1614,2024-12-26,Diaria,Interés en su contenido,Verified
755,1614,2021-02-16,Semanal,Interés en su contenido,Verified
1163,1614,2022-05-05,Semanal,Interés en su contenido,Verified
145,1615,2021-07-10,Semanal,Interés en su contenido,Verified
590,1615,2024-04-28,Mensual,Interés en su contenido,Verified
751,1615,2022-06-02,Mensual,Interés en su contenido,Verified
691,1615,2021-04-05,Diaria,Interés en su contenido,Verified
114,1615,2022-12-17,Semanal,Interés en su contenido,Verified
1229,1615,2024-06-20,Diaria,Interés en su contenido,Verified
352,1615,2024-12-20,Mensual,Interés en su contenido,Verified
642,1615,2021-01-16,Ocasional,Interés en su contenido,Verified
567,1615,2023-03-26,Diaria,Interés en su contenido,Verified
7,1615,2023-05-27,Mensual,Interés en su contenido,Verified
1078,1615,2022-11-23,Semanal,Interés en su contenido,Verified
429,1616,2022-09-20,Semanal,Interés en su contenido,Verified
775,1616,2022-12-25,Ocasional,Interés en su contenido,Verified
1319,1616,2024-10-12,Semanal,Interés en su contenido,Verified
378,1616,2021-06-13,Mensual,Interés en su contenido,Verified
908,1616,2024-04-09,Diaria,Interés en su contenido,Verified
559,1616,2022-01-06,Semanal,Interés en su contenido,Verified
363,1616,2024-01-27,Semanal,Interés en su contenido,Verified
284,1616,2021-09-27,Mensual,Interés en su contenido,Verified
661,1616,2020-05-14,Mensual,Interés en su contenido,Verified
1152,1616,2022-05-13,Ocasional,Interés en su contenido,Verified
646,1616,2021-02-21,Diaria,Interés en su contenido,Verified
1081,1617,2023-11-17,Semanal,Interés en su contenido,Verified
1373,1617,2024-06-27,Semanal,Interés en su contenido,Verified
914,1617,2025-02-28,Mensual,Interés en su contenido,Verified
539,1617,2021-11-15,Ocasional,Interés en su contenido,Verified
927,1617,2022-06-09,Ocasional,Interés en su contenido,Verified
844,1617,2021-08-06,Diaria,Interés en su contenido,Verified
670,1617,2022-06-07,Diaria,Interés en su contenido,Verified
284,1617,2021-03-08,Mensual,Interés en su contenido,Verified
1076,1617,2024-08-16,Semanal,Interés en su contenido,Verified
817,1617,2022-11-22,Mensual,Interés en su contenido,Verified
1137,1617,2020-04-28,Semanal,Interés en su contenido,Verified
429,1617,2022-08-19,Semanal,Interés en su contenido,Verified
1402,1617,2024-08-20,Semanal,Interés en su contenido,Verified
1118,1617,2025-02-28,Mensual,Interés en su contenido,Verified
532,1617,2020-09-02,Diaria,Interés en su contenido,Verified
1075,1618,2020-04-07,Ocasional,Interés en su contenido,Verified
1164,1618,2023-06-20,Diaria,Interés en su contenido,Verified
983,1618,2020-05-03,Ocasional,Interés en su contenido,Verified
1383,1618,2023-07-11,Mensual,Interés en su contenido,Verified
1344,1618,2024-05-10,Diaria,Interés en su contenido,Verified
576,1618,2020-04-12,Mensual,Interés en su contenido,Verified
605,1618,2024-08-21,Mensual,Interés en su contenido,Verified
1380,1618,2024-05-16,Semanal,Interés en su contenido,Verified
518,1618,2023-07-24,Diaria,Interés en su contenido,Verified
869,1618,2021-03-30,Ocasional,Interés en su contenido,Verified
1148,1618,2022-06-13,Diaria,Interés en su contenido,Verified
1271,1619,2020-06-06,Diaria,Interés en su contenido,Verified
865,1619,2024-06-29,Ocasional,Interés en su contenido,Verified
1444,1619,2021-04-02,Ocasional,Interés en su contenido,Verified
742,1619,2024-12-05,Ocasional,Interés en su contenido,Verified
420,1619,2021-12-30,Mensual,Interés en su contenido,Verified
371,1619,2022-01-01,Ocasional,Interés en su contenido,Verified
132,1619,2020-08-12,Mensual,Interés en su contenido,Verified
898,1619,2020-06-07,Ocasional,Interés en su contenido,Verified
1311,1619,2025-01-31,Mensual,Interés en su contenido,Verified
7,1619,2021-09-21,Mensual,Interés en su contenido,Verified
1208,1619,2024-02-27,Semanal,Interés en su contenido,Verified
236,1619,2022-01-11,Diaria,Interés en su contenido,Verified
639,1620,2022-02-19,Mensual,Interés en su contenido,Verified
1014,1620,2024-08-06,Semanal,Interés en su contenido,Verified
764,1620,2022-11-28,Ocasional,Interés en su contenido,Verified
1104,1620,2021-06-21,Diaria,Interés en su contenido,Verified
657,1620,2024-12-01,Semanal,Interés en su contenido,Verified
910,1620,2021-09-07,Mensual,Interés en su contenido,Verified
121,1620,2022-11-12,Mensual,Interés en su contenido,Verified
1490,1620,2024-05-15,Mensual,Interés en su contenido,Verified
515,1620,2020-05-18,Semanal,Interés en su contenido,Verified
60,1620,2021-05-18,Mensual,Interés en su contenido,Verified
1180,1620,2023-07-29,Diaria,Interés en su contenido,Verified
1219,1620,2024-05-22,Ocasional,Interés en su contenido,Verified
1366,1620,2021-07-06,Diaria,Interés en su contenido,Verified
325,1620,2020-09-26,Semanal,Interés en su contenido,Verified
812,1620,2024-10-10,Mensual,Interés en su contenido,Verified
58,1621,2021-08-06,Semanal,Interés en su contenido,Verified
182,1621,2023-03-03,Mensual,Interés en su contenido,Verified
925,1621,2024-05-01,Semanal,Interés en su contenido,Verified
1244,1621,2020-10-23,Ocasional,Interés en su contenido,Verified
1443,1621,2023-03-26,Diaria,Interés en su contenido,Verified
757,1621,2024-01-07,Semanal,Interés en su contenido,Verified
742,1621,2024-05-07,Mensual,Interés en su contenido,Verified
1162,1621,2022-02-22,Diaria,Interés en su contenido,Verified
1068,1621,2021-03-20,Diaria,Interés en su contenido,Verified
346,1622,2024-04-02,Diaria,Interés en su contenido,Verified
1038,1622,2022-12-19,Semanal,Interés en su contenido,Verified
487,1622,2022-03-20,Ocasional,Interés en su contenido,Verified
747,1622,2023-08-16,Mensual,Interés en su contenido,Verified
1256,1622,2022-02-05,Diaria,Interés en su contenido,Verified
848,1622,2023-12-14,Ocasional,Interés en su contenido,Verified
1479,1622,2024-10-02,Semanal,Interés en su contenido,Verified
497,1622,2023-06-04,Ocasional,Interés en su contenido,Verified
415,1622,2020-07-14,Diaria,Interés en su contenido,Verified
122,1622,2022-01-17,Mensual,Interés en su contenido,Verified
943,1623,2023-07-05,Diaria,Interés en su contenido,Verified
1127,1623,2021-02-27,Semanal,Interés en su contenido,Verified
60,1623,2024-08-24,Ocasional,Interés en su contenido,Verified
1265,1623,2022-07-24,Diaria,Interés en su contenido,Verified
802,1623,2022-03-17,Mensual,Interés en su contenido,Verified
25,1623,2023-08-25,Ocasional,Interés en su contenido,Verified
382,1623,2024-09-22,Semanal,Interés en su contenido,Verified
1430,1623,2021-07-31,Semanal,Interés en su contenido,Verified
102,1623,2021-07-12,Diaria,Interés en su contenido,Verified
154,1623,2025-02-22,Diaria,Interés en su contenido,Verified
730,1623,2024-07-20,Semanal,Interés en su contenido,Verified
1148,1623,2021-10-08,Mensual,Interés en su contenido,Verified
875,1624,2021-12-07,Ocasional,Interés en su contenido,Verified
1302,1624,2023-09-03,Diaria,Interés en su contenido,Verified
1436,1624,2025-02-17,Mensual,Interés en su contenido,Verified
421,1624,2020-10-18,Ocasional,Interés en su contenido,Verified
809,1624,2025-02-26,Ocasional,Interés en su contenido,Verified
503,1624,2023-01-10,Diaria,Interés en su contenido,Verified
370,1624,2023-12-04,Ocasional,Interés en su contenido,Verified
1349,1625,2021-02-01,Mensual,Interés en su contenido,Verified
491,1625,2024-03-20,Diaria,Interés en su contenido,Verified
1017,1625,2024-10-30,Semanal,Interés en su contenido,Verified
210,1625,2021-12-08,Ocasional,Interés en su contenido,Verified
1416,1625,2020-04-03,Semanal,Interés en su contenido,Verified
1476,1625,2020-08-09,Diaria,Interés en su contenido,Verified
1366,1625,2021-10-27,Diaria,Interés en su contenido,Verified
347,1625,2020-05-29,Ocasional,Interés en su contenido,Verified
211,1625,2023-04-20,Semanal,Interés en su contenido,Verified
1122,1625,2023-05-24,Diaria,Interés en su contenido,Verified
452,1625,2022-10-17,Mensual,Interés en su contenido,Verified
650,1625,2022-04-23,Diaria,Interés en su contenido,Verified
1490,1625,2020-11-11,Diaria,Interés en su contenido,Verified
417,1625,2022-11-27,Mensual,Interés en su contenido,Verified
1386,1626,2024-11-15,Diaria,Interés en su contenido,Verified
883,1626,2023-08-10,Diaria,Interés en su contenido,Verified
442,1626,2024-10-31,Mensual,Interés en su contenido,Verified
969,1626,2025-02-05,Diaria,Interés en su contenido,Verified
985,1626,2024-04-18,Semanal,Interés en su contenido,Verified
85,1626,2022-10-10,Ocasional,Interés en su contenido,Verified
1366,1626,2024-08-08,Semanal,Interés en su contenido,Verified
345,1626,2021-06-08,Ocasional,Interés en su contenido,Verified
1019,1626,2024-10-24,Ocasional,Interés en su contenido,Verified
97,1626,2024-01-10,Mensual,Interés en su contenido,Verified
60,1626,2022-11-13,Ocasional,Interés en su contenido,Verified
1295,1626,2024-09-23,Diaria,Interés en su contenido,Verified
358,1626,2021-12-11,Mensual,Interés en su contenido,Verified
241,1626,2021-10-20,Semanal,Interés en su contenido,Verified
734,1627,2020-12-30,Semanal,Interés en su contenido,Verified
26,1627,2024-10-24,Mensual,Interés en su contenido,Verified
413,1627,2022-03-31,Ocasional,Interés en su contenido,Verified
1092,1627,2020-04-28,Semanal,Interés en su contenido,Verified
1111,1627,2021-04-10,Semanal,Interés en su contenido,Verified
756,1627,2020-11-27,Mensual,Interés en su contenido,Verified
461,1627,2022-12-12,Semanal,Interés en su contenido,Verified
891,1627,2024-05-09,Diaria,Interés en su contenido,Verified
967,1627,2022-03-17,Mensual,Interés en su contenido,Verified
146,1627,2021-06-26,Diaria,Interés en su contenido,Verified
934,1627,2020-03-22,Diaria,Interés en su contenido,Verified
798,1627,2024-09-18,Mensual,Interés en su contenido,Verified
653,1627,2021-12-12,Ocasional,Interés en su contenido,Verified
1054,1628,2023-08-30,Diaria,Interés en su contenido,Verified
1108,1628,2021-01-06,Diaria,Interés en su contenido,Verified
470,1628,2023-05-19,Diaria,Interés en su contenido,Verified
50,1628,2021-09-28,Diaria,Interés en su contenido,Verified
477,1628,2021-05-18,Semanal,Interés en su contenido,Verified
1452,1628,2024-06-13,Ocasional,Interés en su contenido,Verified
1013,1629,2024-02-28,Mensual,Interés en su contenido,Verified
72,1629,2022-08-17,Ocasional,Interés en su contenido,Verified
1354,1629,2024-03-09,Ocasional,Interés en su contenido,Verified
644,1629,2022-02-24,Diaria,Interés en su contenido,Verified
594,1629,2020-11-28,Ocasional,Interés en su contenido,Verified
117,1629,2020-09-18,Semanal,Interés en su contenido,Verified
1374,1629,2020-04-20,Diaria,Interés en su contenido,Verified
1234,1629,2024-06-19,Mensual,Interés en su contenido,Verified
1079,1629,2021-04-07,Mensual,Interés en su contenido,Verified
804,1630,2020-09-01,Mensual,Interés en su contenido,Verified
